Samsung SGH-T669,Older Phone,12/6/2016,$6.00,-,,,$0.00,($6.00),A2148
Samsung SGH-T669,Older Phone,12/6/2016,$6.00,-,,,$0.00,($6.00),A2149
Samsung SGH-T669,Older Phone,12/6/2016,$6.00,-,,,$0.00,($6.00),A2150
Samsung SGH-A817,Older Phone,12/6/2016,$6.00,-,,,$0.00,($6.00),A2151
Samsung SGH-A817,Older Phone,12/6/2016,$6.00,-,,,$0.00,($6.00),A2152
Motorola W385,Older Phone,12/6/2016,$5.00,-,$11.30,$2.60,$0.90,$2.80,A2153
Blackberry 9650,Older Phone,12/6/2016,$7.20,1/14/2017,$58.79,$5.75,$4.70,$41.14,A2154
Blackberry 9650,Older Phone,12/6/2016,$7.20,1/24/2017,,,$0.00,($7.20),A2155
Blackberry 9650,Older Phone,12/6/2016,$7.20,2/2/2017,,,$0.00,($7.20),A2156
LG LS670,Older Phone,12/6/2016,$5.00,-,$16.16,$2.60,$1.29,$7.27,A2157
Motorola W385,Older Phone,12/6/2016,$5.00,-,$16.16,$2.60,$1.29,$7.27,A2158
LG VX9100,Older Phone,12/6/2016,$5.00,3/2/2017,$18.10,$2.60,$1.45,$9.05,A2159
Sony Ericsson W580,Older Phone,12/6/2016,$5.00,3/16/2017,$23.66,$2.60,$1.89,$14.17,A2160
Samsung SPH-M540,Older Phone,12/6/2016,$5.00,-,$21.26,$5.75,$1.70,$8.81,A2161
Blackberry 9930,Older Phone,12/6/2016,$12.00,-,$19.83,$2.60,$1.59,$3.64,A2162
Samsung SPH-M540,Older Phone,12/6/2016,$5.00,-,$12.27,$2.60,$0.98,$3.69,A2163
Nokia 6085,Older Phone,12/6/2016,$6.00,-,$44.27,$3.55,$3.54,$31.18,A2165
Nokia 6085,Older Phone,12/6/2016,$6.00,-,,,$0.00,($6.00),A2166
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,-,$19.07,$2.60,$1.53,$9.94,A2167
Samsung SGH-T379,Older Phone,12/6/2016,$5.00,12/25/2016,$16.16,$2.60,$1.29,$7.27,A2168
Droid XT912,Smart Phone,12/6/2016,$20.00,1/3/2017,$46.26,$2.60,$3.70,$19.96,A2169
Motorola W385,Older Phone,12/6/2016,$5.00,1/6/2017,$16.16,$2.60,$1.29,$7.27,A2170
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,1/17/2017,$19.07,$2.60,$1.53,$9.94,A2171
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,2/3/2017,$19.07,$2.60,$1.53,$9.94,A2172
Moto G,Smart Phone,12/6/2016,$20.00,12/31/2016,$23.93,$3.55,$1.91,($1.53),A2173
Moto G,Smart Phone,12/6/2016,$20.00,2/3/2017,$43.35,,$3.47,$19.88,A2174
Samsung SGH-T379,Older Phone,12/6/2016,$5.00,-,$23.20,$5.75,$1.86,$10.59,A2175
Pantech C520,Older Phone,12/6/2016,$5.00,-,$20.04,$2.60,$1.60,$10.84,A2176
Motorola W385,Older Phone,12/6/2016,$5.00,-,$17.40,$2.60,$1.39,$8.41,A2177
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,-,$32.62,$3.55,$2.61,$21.46,A2178
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,-,,,$0.00,($5.00),A2179
Samsung SPH-M540,Older Phone,12/6/2016,$5.00,-,$12.27,$2.60,$0.98,$3.69,A2180
Pantech P6010,Older Phone,12/6/2016,$6.00,-,$15.19,$2.60,$1.22,$5.37,A2181
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,2/10/2017,$16.16,$2.60,$1.29,$7.27,A2182
Motorola RAZR V3M,Older Phone,12/6/2016,$5.00,2/27/2017,$16.16,$2.60,$1.29,$7.27,A2183
Motorola W755,Older Phone,12/6/2016,$6.00,2/28/2017,$18.10,$2.60,$1.45,$8.05,A2184
Droid A855,Older Phone,12/6/2016,$5.00,2/28/2017,$17.13,$2.60,$1.37,$8.16,A2185
Blackberry 9650,Older Phone,12/6/2016,$7.20,3/16/2017,$16.16,$2.60,$1.29,$5.07,A2186
Moto G,Smart Phone,12/6/2016,$20.00,-,$23.93,$2.60,$1.91,($0.58),A2187
Samsung SGH-T669,Older Phone,12/6/2016,$6.00,-,$13.25,$2.60,$1.06,$3.59,A2188
Droid X MB810,Older Phone,12/6/2016,$6.20,-,$21.01,$2.60,$1.68,$10.53,A2189
Samsung SPH-M540,Older Phone,12/6/2016,$5.00,-,$12.27,$2.60,$0.98,$3.69,A2190
Motorola i355 Nextel,Older Phone,12/6/2016,$10.00,-,$25.87,$2.60,$2.07,$11.20,A2191
Casio Ravine 2 C781,Older Phone,12/6/2016,$7.00,-,$15.19,$2.60,$1.22,$4.37,A2192
Motorola RAZR V3M,Older Phone,12/8/2016,$5.00,12/11/2016,$16.16,$2.60,$1.29,$7.27,A2193
LG A340,Older Phone,12/8/2016,$5.00,12/18/2016,$21.01,$2.60,$1.68,$11.73,A2194
Motorola RAZR V3M,Older Phone,12/8/2016,$5.00,-,$23.20,$5.75,$1.86,$10.59,A2195
Samsung SCH-U820,Older Phone,12/8/2016,$5.00,-,$14.22,$2.60,$1.14,$5.48,A2196
LG VX9200,Older Phone,12/8/2016,$5.00,-,$16.16,$2.60,$1.29,$7.27,A2197
LG VX9100,Older Phone,12/8/2016,$5.00,-,$9.36,$2.60,$0.75,$1.01,A2198
Samsung SGH-T379,Older Phone,12/8/2016,$5.00,12/24/2016,$17.40,$2.60,$1.39,$8.41,A2199
LG VN530,Older Phone,12/8/2016,$5.00,-,$13.25,$2.60,$1.06,$4.59,A2200
Samsung SGH-T379,Older Phone,12/8/2016,$5.00,-,$19.07,$2.60,$1.53,$9.94,A2201
Samsung SCH-R640,Older Phone,12/8/2016,$8.00,-,$38.49,$2.60,$3.08,$24.81,A2202
Blackberry 9650,Older Phone,12/8/2016,$7.20,-,$18.10,$2.60,$1.45,$6.85,A2203
Blackberry 9650,Older Phone,12/8/2016,$7.20,12/26/2016,$19.07,$2.60,$1.53,$7.74,A2204
Motorola RAZR V3M,Older Phone,12/13/2016,$5.00,1/13/2017,$13.25,$2.60,$1.06,$4.59,A2205
Droid X MB810,Older Phone,12/13/2016,$6.20,2/4/2017,$21.01,$2.60,$1.68,$10.53,A2206
Droid X MB810,Older Phone,12/13/2016,$6.20,2/11/2017,$13.25,$2.60,$1.06,$3.39,A2207
Motorola W755,Older Phone,12/13/2016,$6.00,3/11/2017,$18.10,$2.60,$1.45,$8.05,A2208
LG VX9100,Older Phone,12/13/2016,$5.00,3/17/2017,$18.10,$2.60,$1.45,$9.05,A2209
Samsung SCH-U460,Older Phone,12/13/2016,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2210
Samsung SCH-U660,Older Phone,12/13/2016,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2211
Motorola W385,Older Phone,12/13/2016,$5.00,12/29/2016,$16.16,$2.60,$1.29,$7.27,A2212
Casio Ravine C751,Older Phone,12/13/2016,$7.00,12/29/2016,$15.19,$2.60,$1.22,$4.37,A2213
Motorola W385,Older Phone,12/13/2016,$5.00,12/29/2016,$11.30,$2.60,$0.90,$2.80,A2214
Nokia 6085,Older Phone,12/13/2016,$6.00,12/29/2016,$17.13,$2.60,$1.37,$7.16,A2215
Pantech C520,Older Phone,12/13/2016,$5.00,1/1/2017,$20.04,$2.60,$1.60,$10.84,A2216
Droid X MB810,Older Phone,12/13/2016,$6.20,1/1/2017,$21.01,$2.60,$1.68,$10.53,A2217
Samsung SPH-M540,Older Phone,12/13/2016,$5.00,-,$12.27,$2.60,$0.98,$3.69,A2218
Samsung SCH-U660,Older Phone,12/13/2016,$5.00,1/2/2017,$18.34,$5.75,$1.47,$6.12,A2219
Samsung SCH-U820,Older Phone,12/13/2016,$5.00,1/2/2017,$14.22,$2.60,$1.14,$5.48,A2220
Blackberry 9650,Older Phone,12/13/2016,$7.20,1/3/2017,$18.87,$2.60,$1.51,$7.56,A2221
Motorola W755,Older Phone,12/13/2016,$5.00,1/10/2017,$18.10,$2.60,$1.45,$9.05,A2222
Samsung SPH-M540,Older Phone,12/13/2016,$5.00,1/24/2017,$12.27,$2.60,$0.98,$3.69,A2223
Samsung SCH-U450,Older Phone,12/13/2016,$5.00,-,$20.29,$2.60,$1.62,$11.07,A2224
Motorola Droid 2 A955,Older Phone,12/13/2016,$5.00,-,$38.44,$3.55,$3.08,$26.81,A2225
Motorola Droid 2 A955,Older Phone,12/13/2016,$5.00,2/5/2017,,,$0.00,($5.00),A2226
Nokia 6085,Older Phone,12/13/2016,$6.00,3/13/2017,$17.13,$2.60,$1.37,$7.16,A2227
Samsung SPH-M540,Older Phone,12/13/2016,$5.00,-,$13.23,$2.60,$1.06,$4.57,A2228
Motorola RAZR V3M,Older Phone,12/13/2016,$5.00,2/28/2017,$19.07,$2.60,$1.53,$9.94,A2230
LG VX9200,Older Phone,12/13/2016,$5.00,3/3/2017,$16.16,$2.60,$1.29,$7.27,A2231
Motorola W755,Older Phone,12/13/2016,$5.00,3/18/2017,$18.10,$2.60,$1.45,$9.05,A2232
Samsung SGH-T379,Older Phone,12/13/2016,$5.00,3/26/2017,$16.16,$2.60,$1.29,$7.27,A2233
Samsung SGH-T379,Older Phone,12/13/2016,$5.00,3/26/2017,$16.16,$2.60,$1.29,$7.27,A2234
Casio Ravine C751,Older Phone,12/13/2016,$7.00,3/26/2017,$15.19,$2.60,$1.22,$4.37,A2235
Motorola RAZR V3M,Older Phone,12/13/2016,$5.00,-,$19.07,$2.60,$1.53,$9.94,A2236
Motorola Droid 2 A955,Older Phone,12/13/2016,$5.00,-,$27.08,$5.75,$2.17,$14.16,A2237
Motorola W755,Older Phone,12/13/2016,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2238
Motorola RAZR V3M,Older Phone,12/13/2016,$5.00,1/13/2017,$19.07,$2.60,$1.53,$9.94,A2239
Samsung SCH-U460,Older Phone,12/13/2016,$5.00,1/20/2017,$31.65,$3.55,$2.53,$20.57,A2240
LG VN530,Older Phone,12/13/2016,$5.00,3/1/2017,,,$0.00,($5.00),A2241
Motorola W755,Older Phone,12/13/2016,$5.00,1/23/2017,$36.50,$3.55,$2.92,$25.03,A2242
Motorola W755,Older Phone,12/13/2016,$5.00,-,,,$0.00,($5.00),A2243
Droid XT912,Smart Phone,12/13/2016,$25.00,-,$46.26,$2.60,$3.70,$14.96,A2244
Blackberry 9650,Older Phone,12/13/2016,$7.20,1/29/2017,$20.04,$2.60,$1.60,$8.64,A2245
Samsung SCH-U660,Older Phone,12/13/2016,$7.00,-,$18.10,$2.60,$1.45,$7.05,A2246
Samsung SGH-T379,Older Phone,12/13/2016,$5.00,12/26/2016,$16.16,$2.60,$1.29,$7.27,A2247
Droid XT907,Smart Phone,12/13/2016,$20.00,12/28/2016,$38.49,$2.60,$3.08,$12.81,A2248
Droid X MB810,Older Phone,12/13/2016,$6.20,1/7/2017,$21.84,$5.75,$1.75,$8.14,A2249
Blackberry 9650,Older Phone,12/13/2016,$7.20,2/28/2017,$19.07,$2.60,$1.53,$7.74,A2250
Pantech P7040,Older Phone,12/13/2016,$5.00,2/17/2017,$16.16,$2.60,$1.29,$7.27,A2251
Samsung SGH-T379,Older Phone,12/13/2016,$5.00,2/19/2017,$23.78,$5.75,$1.90,$11.13,A2252
LG LN272,Older Phone,12/13/2016,$5.00,2/20/2017,$23.93,$2.60,$1.91,$14.42,A2253
Droid X MB810,Older Phone,12/13/2016,$6.20,-,$21.01,$2.60,$1.68,$10.53,A2254
Samsung SCH-U740,Older Phone,12/13/2016,$5.00,-,$23.93,$2.60,$1.91,$14.42,A2255
Droid XT875,Older Phone,12/13/2016,$10.00,2/24/2017,$30.72,$2.60,$2.46,$15.66,A2256
Nokia 6085,Older Phone,12/13/2016,$6.00,12/29/2016,$44.27,$3.55,$3.54,$31.18,A2257
Nokia 6085,Older Phone,12/13/2016,$6.00,2/24/2017,,,$0.00,($6.00),A2258
Droid XT912,Smart Phone,12/13/2016,$25.00,2/25/2017,$46.26,$2.60,$3.70,$14.96,A2259
Samsung SCH-U740,Older Phone,12/13/2016,$5.00,2/27/2017,$15.19,$2.60,$1.22,$6.37,A2260
LG Rumor 2,Older Phone,12/13/2016,$6.00,2/28/2017,$40.38,$3.55,$3.23,$27.60,A2261
LG Rumor 2,Older Phone,12/13/2016,$6.00,2/28/2017,,,$0.00,($6.00),A2262
Samsung SGH-A927,Older Phone,12/13/2016,$5.00,2/28/2017,$23.93,$2.60,$1.91,$14.42,A2263
Blackberry 9650,Older Phone,12/13/2016,$5.00,3/2/2017,$19.07,$2.60,$1.53,$9.94,A2264
Moto G,Smart Phone,12/13/2016,$20.00,-,$23.93,$2.60,$1.91,($0.58),A2265
Motorola W385,Older Phone,12/13/2016,$5.00,-,$12.18,$2.60,$0.97,$3.61,A2266
Samsung SGH-T379,Older Phone,12/13/2016,$5.00,1/14/2017,$19.07,$2.60,$1.53,$9.94,A2267
LG VX9100,Older Phone,12/13/2016,$5.00,-,$9.36,$2.60,$0.75,$1.01,A2268
LG VN530,Older Phone,12/13/2016,$5.00,-,$13.25,$2.60,$1.06,$4.59,A2269
Samsung SCH-U660,Older Phone,12/13/2016,$7.00,-,$18.10,$2.60,$1.45,$7.05,A2270
Motorola W755,Older Phone,12/13/2016,$5.00,-,$22.96,$2.60,$1.84,$13.52,A2271
Blackberry 9650,Older Phone,12/13/2016,$5.00,-,$20.04,$2.60,$1.60,$10.84,A2272
Nokia 6085,Older Phone,12/13/2016,$6.00,-,$21.98,$2.60,$1.76,$11.62,A2273
Nokia 6085,Older Phone,12/13/2016,$6.00,-,$21.98,$2.60,$1.76,$11.62,A2274
Nokia 6085,Older Phone,12/13/2016,$6.00,-,$17.13,$2.60,$1.37,$7.16,A2275
Motorola W755,Older Phone,12/13/2016,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2276
Nokia 6085/6,Older Phone,12/13/2016,$5.00,-,$17.13,$2.60,$1.37,$8.16,A2277
Droid X MB810,Older Phone,12/13/2016,$6.20,3/2/2017,$21.01,$2.60,$1.68,$10.53,A2278
Motorola W755,Older Phone,12/27/2016,$5.00,-,$13.25,$2.60,$1.06,$4.59,A2279
Moto G,Smart Phone,12/27/2016,$20.00,-,$42.38,$2.60,$3.39,$16.39,A2280
Blackberry 9650,Older Phone,12/29/2016,$5.00,-,$20.04,$2.60,$1.60,$10.84,A2281
Droid A855,Older Phone,12/29/2016,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2282
Motorola RAZR V3M,Older Phone,12/29/2016,$5.00,1/2/2017,$19.07,$2.60,$1.53,$9.94,A2283
Blackberry 9650,Older Phone,12/29/2016,$5.00,-,$12.27,$2.60,$0.98,$3.69,A2284
Droid X MB810,Older Phone,12/29/2016,$6.20,-,$21.01,$2.60,$1.68,$10.53,A2285
Samsung SCH-U660,Older Phone,12/29/2016,$7.00,1/6/2017,$18.10,$2.60,$1.45,$7.05,A2286
Samsung SGH-T669,Older Phone,12/29/2016,$6.00,-,$13.25,$2.60,$1.06,$3.59,A2287
Motorola W755,Older Phone,12/29/2016,$5.00,-,$22.96,$2.60,$1.84,$13.52,A2288
Samsung SGH-T379,Older Phone,12/29/2016,$5.00,-,$16.16,$2.60,$1.29,$7.27,A2289
LG VX9100,Older Phone,12/29/2016,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2290
Droid XT912,Older Phone,12/29/2016,$20.00,-,$46.26,$2.60,$3.70,$19.96,A2291
LG GU295,Older Phone,12/29/2016,$6.00,-,$25.87,$2.60,$2.07,$15.20,A2293
Nokia 6085/6,Older Phone,1/3/2017,$5.00,-,$19.07,$2.60,$1.53,$9.94,A2294
Droid XT912,Smart Phone,1/3/2017,$20.00,-,$46.26,$2.60,$3.70,$19.96,A2295
Samsung SPH-M540,Older Phone,1/3/2017,$5.00,-,$21.58,$2.60,$1.73,$12.25,A2296
Nokia 6085/6,Older Phone,1/3/2017,$5.00,-,$19.07,$2.60,$1.53,$9.94,A2297
LG GU295,Older Phone,1/3/2017,$6.00,-,$52.04,$3.55,$4.16,$38.33,A2298
LG GU295,Older Phone,1/3/2017,$6.00,-,,,$0.00,($6.00),A2299
LG VN250,Older Phone,1/3/2017,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2300
Motorola W755,Older Phone,1/3/2017,$5.00,-,$18.10,$2.60,$1.45,$9.05,A2301
Droid XT912,Smart Phone,1/3/2017,$25.00,-,$91.86,$3.55,$7.35,$55.96,A2302
Droid XT912,Smart Phone,1/3/2017,$25.00,1/15/2017,,,$0.00,($25.00),A2303
Rumor 2,Older Phone,1/3/2017,$5.00,1/21/2017,$25.87,$2.60,$2.07,$16.20,A2304
Droid X MB810,Older Phone,1/3/2017,$6.20,1/10/2017,$21.01,$2.60,$1.68,$10.53,A2305
Motorola W755,Older Phone,1/3/2017,$5.00,1/11/2017,$13.25,$2.60,$1.06,$4.59,A2306
Motorola W755,Older Phone,1/3/2017,$5.00,1/13/2017,$18.10,$2.60,$1.45,$9.05,A2307
Samsung SGH-T669,Older Phone,1/3/2017,$6.00,-,$18.10,$2.60,$1.45,$8.05,A2308
Samsung SGH-T669,Older Phone,1/3/2017,$6.00,3/1/2017,$13.25,$2.60,$1.06,$3.59,A2309
Casio C740,Older Phone,1/3/2017,$16.00,1/11/2017,$38.49,$2.60,$3.08,$16.81,A2310
Droid X2,Older Phone,1/3/2017,$10.00,1/11/2017,$17.13,$2.60,$1.37,$3.16,A2311
Pantech Caper,Older Phone,1/3/2017,$5.00,1/13/2017,$24.75,$5.75,$1.98,$12.02,A2312
Motorola RAZR V3M,Older Phone,1/3/2017,$5.00,2/6/2017,$14.26,$2.60,$1.14,$5.52,A2313
Casio C740,Older Phone,1/3/2017,$16.00,-,$38.49,$2.60,$3.08,$16.81,A2314
LG VX9200,Older Phone,1/3/2017,$5.00,-,$22.96,$2.60,$1.84,$13.52,A2315
Samsung SCH-R640,Older Phone,1/3/2017,$8.00,-,$48.20,$2.60,$3.86,$33.74,A2316
LG GU295,Older Phone,1/3/2017,$6.00,-,$21.01,$2.60,$1.68,$10.73,A2317
Motorola Moto X,Smart Phone,1/3/2017,$30.00,-,$48.20,$2.60,$3.86,$11.74,A2318
Droid A855,Older Phone,1/3/2017,$5.00,1/12/2017,$18.10,$2.60,$1.45,$9.05,A2319
Blackberry 9650,Older Phone,1/3/2017,$5.00,1/25/2017,$23.78,$5.75,$1.90,$11.13,A2320
LG VX9100,Older Phone,1/3/2017,$5.00,1/25/2017,$18.10,$2.60,$1.45,$9.05,A2321
Samsung SGH-T379,Older Phone,1/3/2017,$5.00,1/27/2017,$16.16,$2.60,$1.29,$7.27,A2322
Pantech C520,Older Phone,1/3/2017,$5.00,-,$20.04,$2.60,$1.60,$10.84,A2323
LG VX11000,Older Phone,1/3/2017,$5.00,-,$22.96,$2.60,$1.84,$13.52,A2324
LG VX11000,Older Phone,1/3/2017,$6.00,2/4/2017,$22.96,$2.60,$1.84,$12.52,A2325
Nokia 6085/6,Older Phone,1/3/2017,$5.00,2/6/2017,$17.13,$2.60,$1.37,$8.16,A2328
Samsung SCH-U750,Older Phone,1/3/2017,$5.00,2/7/2017,$27.81,$2.60,$2.22,$17.99,A2329
LG VX9100,Older Phone,1/3/2017,$5.00,2/15/2017,$18.10,$2.60,$1.45,$9.05,A2330
Pantech P7040,Older Phone,1/3/2017,$5.00,2/15/2017,$25.72,$5.75,$2.06,$12.91,A2331
Pantech P7040,Older Phone,1/3/2017,$5.00,2/23/2017,$21.01,$2.60,$1.68,$11.73,A2332
Samsung SCH-U460,Older Phone,1/3/2017,$5.00,-,$20.04,$2.60,$1.60,$10.84,A2333
Samsung SGH-A687,Older Phone,1/3/2017,$5.00,-,$20.53,$2.60,$1.64,$11.29,A2334
Samsung SGH-A817,Older Phone,1/3/2017,$6.00,-,$21.98,$2.60,$1.76,$11.62,A2335
Samsung SGH-A927,Older Phone,1/3/2017,$5.00,-,$22.96,$2.60,$1.84,$13.52,A2336
Samsung SPH-M540,Older Phone,1/3/2017,$5.00,-,$24.17,$5.75,$1.93,$11.49,A2337
Blackberry 9650,Older Phone,1/3/2017,$5.00,-,$19.07,$2.77,$1.53,$9.77,A2338
Motorola W755,Older Phone,1/3/2017,$5.00,-,$13.25,$2.77,$1.06,$4.42,A2339
Droid XT907,Smart Phone,1/3/2017,$20.00,-,$38.49,$2.77,$3.08,$12.64,A2340
LG VX9100,Older Phone,1/3/2017,$5.00,-,$9.36,$2.77,$0.75,$0.84,A2341
LG VX9100,Older Phone,1/3/2017,$5.00,-,$9.36,$2.77,$0.75,$0.84,A2342
Samsung SCH-U750,Older Phone,1/3/2017,$5.00,-,$27.81,$2.77,$2.22,$17.82,A2343
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,-,$23.93,$2.77,$1.91,$14.25,A2344
Blackberry 9650,Older Phone,1/3/2017,$5.00,-,$20.04,$2.77,$1.60,$10.67,A2345
LG VX9200,Older Phone,1/3/2017,$5.00,-,$19.07,$2.77,$1.53,$9.77,A2346
Samsung SGH-A797,Older Phone,1/3/2017,$5.00,-,$18.10,$2.77,$1.45,$8.88,A2347
Samsung SCH-U750,Older Phone,1/3/2017,$5.00,2/28/2017,$21.98,$2.77,$1.76,$12.45,A2348
Motorola VA76,Older Phone,1/3/2017,$5.00,3/11/2017,$48.20,$2.77,$3.86,$36.57,A2349
Droid X2,Older Phone,1/3/2017,$10.00,3/13/2017,$27.81,$2.77,$2.22,$12.82,A2350
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,3/14/2017,$26.84,$2.77,$2.15,$16.92,A2351
Droid X MB810,Older Phone,1/3/2017,$6.20,3/30/2017,$17.13,$2.77,$1.37,$6.79,A2352
Samsung SGH-T379,Older Phone,1/3/2017,$5.00,-,$12.27,$2.77,$0.98,$3.52,A2353
Samsung SPH-M540,Older Phone,1/3/2017,$5.00,-,$21.01,$2.77,$1.68,$11.56,A2354
Motorola W385,Older Phone,1/3/2017,$5.00,-,$34.51,$5.75,$2.76,$21.00,A2355
Motorola W385,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2356
Motorola W385,Older Phone,1/3/2017,$5.00,1/19/2017,,,$0.00,($5.00),A2357
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,2/22/2017,$26.84,$2.77,$2.15,$16.92,A2358
Droid X MB810,Older Phone,1/3/2017,$6.20,3/2/2017,$21.01,$2.77,$1.68,$10.36,A2359
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,3/2/2017,$26.84,$2.77,$2.15,$16.92,A2360
Blackberry 9650,Older Phone,1/3/2017,$5.00,3/14/2017,$38.44,$3.55,$3.08,$26.81,A2361
Blackberry 9650,Older Phone,1/3/2017,$5.00,3/19/2017,,,$0.00,($5.00),A2362
Casio Ravine C751,Older Phone,1/3/2017,$7.00,3/26/2017,$23.93,$2.77,$1.91,$12.25,A2364
Samsung SCH-U365,Older Phone,1/3/2017,$5.00,-,$20.04,$2.77,$1.60,$10.67,A2365
Blackberry 9650,Older Phone,1/3/2017,$5.00,-,$19.07,$2.77,$1.53,$9.77,A2366
Samsung SCH-U750,Older Phone,1/3/2017,$5.00,-,$21.98,$2.77,$1.76,$12.45,A2367
Samsung SCH-U750,Older Phone,1/3/2017,$5.00,-,$27.81,$2.77,$2.22,$17.82,A2368
Droid X MB810,Older Phone,1/3/2017,$6.20,-,$21.01,$2.77,$1.68,$10.36,A2369
LG VX11000,Older Phone,1/3/2017,$5.00,-,$19.07,$2.77,$1.53,$9.77,A2370
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,-,$21.01,$2.77,$1.68,$11.56,A2371
Blackberry 9650,Older Phone,1/3/2017,$5.00,-,$20.04,$2.77,$1.60,$10.67,A2372
Samsung SCH-U450,Older Phone,1/3/2017,$5.00,-,$23.78,$5.75,$1.90,$11.13,A2373
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,-,$23.93,$2.77,$1.91,$14.25,A2374
Samsung SCH-U460,Older Phone,1/3/2017,$5.00,2/22/2017,$21.98,$2.77,$1.76,$12.45,A2375
Motorola RAZR V3G,Older Phone,1/3/2017,$5.00,3/2/2017,$21.01,$2.77,$1.68,$11.56,A2376
LG VN250,Older Phone,1/3/2017,$5.00,1/25/2017,$18.10,$2.77,$1.45,$8.88,A2377
Blackberry 9650,Older Phone,1/3/2017,$5.00,2/1/2017,$20.04,$2.77,$1.60,$10.67,A2378
Droid XT875,Smart Phone,1/3/2017,$10.00,2/3/2017,$30.72,$2.77,$2.46,$15.49,A2379
LG GU295,Older Phone,1/3/2017,$6.00,3/2/2017,$16.16,$2.77,$1.29,$6.10,A2380
Blackberry 9650,Older Phone,1/3/2017,$5.00,1/16/2017,$20.04,$3.55,$1.60,$9.89,A2381
Blackberry 9650,Older Phone,1/3/2017,$5.00,1/26/2017,$16.16,,$1.29,$9.87,A2382
Droid Pro XT610,Older Phone,1/3/2017,$10.00,2/2/2017,$11.30,$2.77,$0.90,($2.37),A2383
Blackberry 9650,Older Phone,1/3/2017,$5.00,2/3/2017,$12.27,$2.77,$0.98,$3.52,A2384
Droid Pro XT610,Older Phone,1/3/2017,$10.00,2/23/2017,$12.18,$2.77,$0.97,($1.56),A2385
Blackberry 9650,Older Phone,1/3/2017,$5.00,3/2/2017,$19.07,$2.77,$1.53,$9.77,A2386
Samsung SGH-A797,Older Phone,1/3/2017,$5.00,3/13/2017,$18.10,$2.77,$1.45,$8.88,A2387
Samsung SCH-U365,Older Phone,1/3/2017,$5.00,3/14/2017,$13.25,$2.77,$1.06,$4.42,A2388
LG VX9700,Older Phone,1/3/2017,$5.00,3/29/2017,$77.38,$11.95,$6.19,$54.24,A2389
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2390
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2391
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2392
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2393
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2394
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2395
LG VX9700,Older Phone,1/3/2017,$5.00,1/19/2017,,,$0.00,($5.00),A2396
LG VX9700,Older Phone,1/3/2017,$5.00,-,,,$0.00,($5.00),A2397
LG VX9700,Older Phone,1/3/2017,$5.00,1/27/2017,,,$0.00,($5.00),A2398
LG VX9700,Older Phone,1/3/2017,$5.00,2/1/2017,,,$0.00,($5.00),A2399
LG VX9700,Older Phone,1/3/2017,$5.00,2/1/2017,,,$0.00,($5.00),A2400
LG VX9700,Older Phone,1/3/2017,$5.00,2/1/2017,,,$0.00,($5.00),A2401
Motorola W755,Older Phone,1/3/2017,$5.00,2/6/2017,$13.25,$2.77,$1.06,$4.42,A2402
LG VX9100,Older Phone,1/3/2017,$5.00,2/7/2017,$19.02,$3.55,$1.52,$8.95,A2403
LG VX9100,Older Phone,1/3/2017,$5.00,2/12/2017,,,$0.00,($5.00),A2404
Samsung SPH-M900,Older Phone,1/3/2017,$5.00,2/12/2017,$27.66,$2.77,$2.21,$17.68,A2405
LG VX9100,Older Phone,1/3/2017,$5.00,2/19/2017,$9.36,$2.77,$0.75,$0.84,A2406
Motorola W755,Older Phone,1/3/2017,$5.00,2/19/2017,$18.10,$2.77,$1.45,$8.88,A2407
Samsung SCH-U460,Older Phone,1/3/2017,$5.00,2/21/2017,$18.10,$2.77,$1.45,$8.88,A2408
Samsung SGH-A797,Older Phone,1/3/2017,$5.00,2/27/2017,$18.10,$2.77,$1.45,$8.88,A2411
Samsung SCH-U460,Older Phone,1/3/2017,$5.00,3/1/2017,$21.98,$2.77,$1.76,$12.45,A2412
